# Unit cell size:
2.86	2.86	65.78
# Unit cell vectors: 
1.0 0.0 0.0 
0.0 1.0 0.0 
0.0 0.0 1.0 
# Atoms num, id cx cy cz mat lc hc 
52
0	0	0	0	0	0	0
1	0.5	0.5	0.0217391	0	0	1
2	0	0	0.0434783	0	0	2
3	0.5	0.5	0.0652174	0	0	3
4	0	0	0.0869565	0	0	4
5	0.5	0.5	0.108696	0	0	5
6	0	0	0.130435	0	0	6
7	0.5	0.5	0.152174	0	0	7
8	0	0	0.173913	0	0	8
9	0.5	0.5	0.195652	0	0	9
10	0	0	0.217391	0	0	10
11	0.5	0.5	0.23913	0	0	11
12	0	0	0.26087	0	0	12
13	0.5	0.5	0.282609	0	0	13
14	0	0	0.304348	0	0	14
15	0.5	0.5	0.326087	0	0	15
16	0	0	0.347826	0	0	16
17	0.5	0.5	0.369565	0	0	17
18	0	0	0.391304	0	0	18
19	0.5	0.5	0.413043	0	0	19
20	0	0	0.434783	1	1	20
21	0.5	0.5	0.456522	1	1	21
22	0	0	0.478261	1	1	22
23	0.5	0.5	0.5	1	1	23
24	0	0	0.521739	1	1	24
25	0.5	0.5	0.543478	2	2	25
26	0	0	0.565217	2	2	26
27	0.5	0.5	0.586957	2	2	27
28	0	0	0.608696	2	2	28
29	0.5	0.5	0.630435	3	3	29
30	0	0	0.652174	4	4	30
31	0.5	0.5	0.652174	5	5	30
32	0.5	0.5	0.673913	4	4	31
33	0	0	0.673913	5	5	31
34	0	0	0.695652	4	4	32
35	0.5	0.5	0.695652	5	5	32
36	0.5	0.5	0.717391	4	4	33
37	0	0	0.717391	5	5	33
38	0	0	0.73913	4	4	34
39	0.5	0.5	0.73913	5	5	34
40	0.5	0.5	0.76087	4	4	35
41	0	0	0.76087	5	5	35
42	0	0	0.782609	7	7	36
43	0.5	0.5	0.804348	8	8	37
44	0	0	0.826087	8	8	38
45	0.5	0.5	0.847826	8	8	39
46	0	0	0.869565	8	8	40
47	0.5	0.5	0.891304	8	8	41
48	0	0	0.913043	8	8	42
49	0.5	0.5	0.934783	8	8	43
50	0	0	0.956522	8	8	44
51	0.5	0.5	0.978261	8	8	45
#Interactions n exctype, id i j dx dy   dz        Jij
306	isotropic
0	0	1	-1	-1	0	6.95e-21
1	0	1	-1	0	0	6.95e-21
2	0	1	0	-1	0	6.95e-21
3	0	1	0	0	0	6.95e-21
4	1	0	0	0	0	6.95e-21
5	1	2	0	0	0	6.95e-21
6	1	0	0	1	0	6.95e-21
7	1	2	0	1	0	6.95e-21
8	1	0	1	0	0	6.95e-21
9	1	2	1	0	0	6.95e-21
10	1	0	1	1	0	6.95e-21
11	1	2	1	1	0	6.95e-21
12	2	1	-1	-1	0	6.95e-21
13	2	3	-1	-1	0	6.95e-21
14	2	1	-1	0	0	6.95e-21
15	2	3	-1	0	0	6.95e-21
16	2	1	0	-1	0	6.95e-21
17	2	3	0	-1	0	6.95e-21
18	2	1	0	0	0	6.95e-21
19	2	3	0	0	0	6.95e-21
20	3	2	0	0	0	6.95e-21
21	3	4	0	0	0	6.95e-21
22	3	2	0	1	0	6.95e-21
23	3	4	0	1	0	6.95e-21
24	3	2	1	0	0	6.95e-21
25	3	4	1	0	0	6.95e-21
26	3	2	1	1	0	6.95e-21
27	3	4	1	1	0	6.95e-21
28	4	3	-1	-1	0	6.95e-21
29	4	5	-1	-1	0	6.95e-21
30	4	3	-1	0	0	6.95e-21
31	4	5	-1	0	0	6.95e-21
32	4	3	0	-1	0	6.95e-21
33	4	5	0	-1	0	6.95e-21
34	4	3	0	0	0	6.95e-21
35	4	5	0	0	0	6.95e-21
36	5	4	0	0	0	6.95e-21
37	5	6	0	0	0	6.95e-21
38	5	4	0	1	0	6.95e-21
39	5	6	0	1	0	6.95e-21
40	5	4	1	0	0	6.95e-21
41	5	6	1	0	0	6.95e-21
42	5	4	1	1	0	6.95e-21
43	5	6	1	1	0	6.95e-21
44	6	5	-1	-1	0	6.95e-21
45	6	7	-1	-1	0	6.95e-21
46	6	5	-1	0	0	6.95e-21
47	6	7	-1	0	0	6.95e-21
48	6	5	0	-1	0	6.95e-21
49	6	7	0	-1	0	6.95e-21
50	6	5	0	0	0	6.95e-21
51	6	7	0	0	0	6.95e-21
52	7	6	0	0	0	6.95e-21
53	7	8	0	0	0	6.95e-21
54	7	6	0	1	0	6.95e-21
55	7	8	0	1	0	6.95e-21
56	7	6	1	0	0	6.95e-21
57	7	8	1	0	0	6.95e-21
58	7	6	1	1	0	6.95e-21
59	7	8	1	1	0	6.95e-21
60	8	7	-1	-1	0	6.95e-21
61	8	9	-1	-1	0	6.95e-21
62	8	7	-1	0	0	6.95e-21
63	8	9	-1	0	0	6.95e-21
64	8	7	0	-1	0	6.95e-21
65	8	9	0	-1	0	6.95e-21
66	8	7	0	0	0	6.95e-21
67	8	9	0	0	0	6.95e-21
68	9	8	0	0	0	6.95e-21
69	9	10	0	0	0	6.95e-21
70	9	8	0	1	0	6.95e-21
71	9	10	0	1	0	6.95e-21
72	9	8	1	0	0	6.95e-21
73	9	10	1	0	0	6.95e-21
74	9	8	1	1	0	6.95e-21
75	9	10	1	1	0	6.95e-21
76	10	9	-1	-1	0	6.95e-21
77	10	11	-1	-1	0	6.95e-21
78	10	9	-1	0	0	6.95e-21
79	10	11	-1	0	0	6.95e-21
80	10	9	0	-1	0	6.95e-21
81	10	11	0	-1	0	6.95e-21
82	10	9	0	0	0	6.95e-21
83	10	11	0	0	0	6.95e-21
84	11	10	0	0	0	6.95e-21
85	11	12	0	0	0	6.95e-21
86	11	10	0	1	0	6.95e-21
87	11	12	0	1	0	6.95e-21
88	11	10	1	0	0	6.95e-21
89	11	12	1	0	0	6.95e-21
90	11	10	1	1	0	6.95e-21
91	11	12	1	1	0	6.95e-21
92	12	11	-1	-1	0	6.95e-21
93	12	13	-1	-1	0	6.95e-21
94	12	11	-1	0	0	6.95e-21
95	12	13	-1	0	0	6.95e-21
96	12	11	0	-1	0	6.95e-21
97	12	13	0	-1	0	6.95e-21
98	12	11	0	0	0	6.95e-21
99	12	13	0	0	0	6.95e-21
100	13	12	0	0	0	6.95e-21
101	13	14	0	0	0	6.95e-21
102	13	12	0	1	0	6.95e-21
103	13	14	0	1	0	6.95e-21
104	13	12	1	0	0	6.95e-21
105	13	14	1	0	0	6.95e-21
106	13	12	1	1	0	6.95e-21
107	13	14	1	1	0	6.95e-21
108	14	13	-1	-1	0	6.95e-21
109	14	15	-1	-1	0	6.95e-21
110	14	13	-1	0	0	6.95e-21
111	14	15	-1	0	0	6.95e-21
112	14	13	0	-1	0	6.95e-21
113	14	15	0	-1	0	6.95e-21
114	14	13	0	0	0	6.95e-21
115	14	15	0	0	0	6.95e-21
116	15	14	0	0	0	6.95e-21
117	15	16	0	0	0	6.95e-21
118	15	14	0	1	0	6.95e-21
119	15	16	0	1	0	6.95e-21
120	15	14	1	0	0	6.95e-21
121	15	16	1	0	0	6.95e-21
122	15	14	1	1	0	6.95e-21
123	15	16	1	1	0	6.95e-21
124	16	15	-1	-1	0	6.95e-21
125	16	17	-1	-1	0	6.95e-21
126	16	15	-1	0	0	6.95e-21
127	16	17	-1	0	0	6.95e-21
128	16	15	0	-1	0	6.95e-21
129	16	17	0	-1	0	6.95e-21
130	16	15	0	0	0	6.95e-21
131	16	17	0	0	0	6.95e-21
132	17	16	0	0	0	6.95e-21
133	17	18	0	0	0	6.95e-21
134	17	16	0	1	0	6.95e-21
135	17	18	0	1	0	6.95e-21
136	17	16	1	0	0	6.95e-21
137	17	18	1	0	0	6.95e-21
138	17	16	1	1	0	6.95e-21
139	17	18	1	1	0	6.95e-21
140	18	17	-1	-1	0	6.95e-21
141	18	19	-1	-1	0	6.95e-21
142	18	17	-1	0	0	6.95e-21
143	18	19	-1	0	0	6.95e-21
144	18	17	0	-1	0	6.95e-21
145	18	19	0	-1	0	6.95e-21
146	18	17	0	0	0	6.95e-21
147	18	19	0	0	0	6.95e-21
148	19	18	0	0	0	6.95e-21
149	19	20	0	0	0	6.95e-21
150	19	25	0	0	0	-8.1796e-23
151	19	18	0	1	0	6.95e-21
